time,threads,tps,qps,r,w,o,lat,err,reconn
330,16,4634.99,132370.75,60313.89,62785.88,9270.98,8.43,20.00,0.00
331,16,4807.99,133399.66,60891.85,62891.84,9615.98,7.43,28.00,0.00
332,16,4607.05,132676.40,60542.64,62919.66,9214.10,8.43,19.00,0.00
333,16,4671.00,134052.88,61245.94,63464.94,9341.99,7.56,30.00,0.00
334,16,4640.01,133041.41,60708.19,63053.20,9280.03,7.70,21.00,0.00
335,16,4694.94,133701.24,61072.20,63239.17,9389.88,7.70,20.00,0.00
336,16,4582.02,131644.59,59898.27,62582.28,9164.04,9.56,19.00,0.00
337,16,4573.01,133433.22,60877.10,63410.11,9146.02,7.84,25.00,0.00
338,16,4706.00,133384.02,60850.01,63123.01,9411.00,7.70,19.00,0.00
339,16,4652.03,133442.89,60979.41,63158.42,9305.06,7.56,24.00,0.00
340,16,4669.97,132920.01,60643.55,62936.53,9339.93,7.70,19.00,0.00
341,16,4698.05,133188.28,60723.59,63068.61,9396.09,7.70,21.00,0.00
342,16,4689.95,134149.61,61134.36,63635.34,9379.90,7.56,27.00,0.00
343,16,4600.99,133577.72,60915.87,63459.87,9201.98,7.56,21.00,0.00
344,16,4632.02,132944.64,60643.29,63037.30,9264.04,7.70,20.00,0.00
345,16,4694.02,133169.68,60799.31,62983.32,9387.05,7.56,18.00,0.00
346,16,4761.99,133063.70,60677.86,62860.86,9524.98,7.56,15.00,0.00
347,16,4723.98,133918.30,61073.68,63396.67,9447.95,7.56,25.00,0.00
348,16,4710.03,133691.75,60986.34,63285.35,9420.05,7.56,30.00,0.00
349,16,4638.01,132522.22,60429.10,62817.10,9276.02,7.70,20.00,0.00
350,16,4567.99,132954.78,60780.90,63038.89,9134.98,7.70,16.00,0.00
351,16,4698.96,134092.97,61148.53,63546.51,9397.93,7.56,26.00,0.00
352,16,4660.04,133344.05,60915.48,63108.50,9320.07,7.70,17.00,0.00
353,16,4569.97,132975.15,60612.61,63221.60,9140.94,9.39,25.00,0.00
354,16,4743.04,134045.05,61148.48,63410.50,9486.07,7.56,18.00,0.00
355,16,4693.99,132720.61,60479.82,62853.82,9386.97,7.84,26.00,0.00
356,16,4705.99,133669.70,61040.86,63215.86,9412.98,7.70,24.00,0.00
357,16,4688.00,133462.94,60820.97,63265.97,9376.00,7.70,24.00,0.00
358,16,4614.99,133601.75,60995.88,63375.88,9229.98,7.70,14.00,0.00
359,16,4529.99,129191.84,58873.93,61258.92,9058.99,9.56,21.00,0.00
360,16,4621.41,133455.93,60837.22,63374.89,9243.82,7.84,17.00,0.00
361,16,4724.65,134078.35,61182.37,63446.68,9449.29,7.70,19.00,0.00
362,16,4666.96,133232.99,60770.54,63128.52,9333.93,7.84,15.00,0.00
363,16,4681.03,134658.78,61550.36,63746.37,9362.05,7.43,27.00,0.00
364,16,4693.96,133316.88,60743.49,63186.47,9386.92,7.98,14.00,0.00
365,16,4709.99,133808.82,61155.92,63231.91,9420.99,7.56,17.00,0.00
366,16,4689.01,133619.40,60948.18,63293.19,9378.03,7.70,22.00,0.00
367,16,4699.03,133164.96,60687.44,63079.45,9398.07,7.84,20.00,0.00
368,16,4691.95,132433.57,60444.35,62605.32,9383.90,7.70,19.00,0.00
369,16,4626.38,130922.65,59745.29,61924.59,9252.77,7.98,29.98,0.00
370,16,4553.61,130192.23,59436.13,61648.88,9107.22,7.84,30.02,0.00
371,16,4600.96,131392.73,59950.42,62240.40,9201.91,8.13,16.00,0.00
372,16,4725.02,132350.51,60357.23,62543.24,9450.04,7.56,15.00,0.00
373,16,4649.02,131909.66,60214.30,62396.31,9299.05,7.70,26.00,0.00
374,16,4537.99,131754.58,60106.81,62572.80,9074.97,7.84,15.00,0.00
375,16,4633.99,130903.79,59753.90,61881.90,9267.99,7.70,23.00,0.00
376,16,4588.01,129398.34,58906.15,61316.16,9176.02,8.74,10.00,0.00
377,16,4543.98,131546.31,59975.68,62482.67,9087.95,7.98,18.00,0.00
378,16,4683.01,131265.20,59781.09,62119.09,9365.01,8.13,17.00,0.00
379,16,4537.04,130750.29,59667.59,62007.61,9075.09,7.98,24.00,0.00
380,16,4568.95,130427.68,59505.40,61784.37,9137.91,7.84,14.00,0.00
381,16,4660.04,131305.99,59829.45,62157.47,9319.07,7.70,17.00,0.00
382,16,4566.98,131543.39,59925.72,62482.71,9134.96,8.43,14.00,0.00
383,16,4610.99,131293.62,59957.83,62113.82,9221.97,7.84,19.00,0.00
384,16,4611.00,131942.01,60160.01,62560.01,9222.00,7.84,24.00,0.00
385,16,4669.97,131135.29,59831.68,61964.67,9338.95,7.70,16.00,0.00
386,16,4657.05,132164.38,60256.63,62592.66,9315.10,7.98,25.00,0.00
387,16,4582.01,132615.26,60619.12,62832.12,9164.02,7.84,24.00,0.00
388,16,4663.99,132183.86,60373.93,62481.93,9327.99,7.70,25.00,0.00
389,16,4649.96,131928.85,60192.47,62436.45,9299.92,7.70,19.00,0.00
390,16,4587.02,129289.69,59028.31,61087.33,9174.05,7.98,15.00,0.00
391,16,4563.02,131536.57,59940.26,62471.27,9125.04,7.98,18.00,0.00
392,16,4670.53,132142.63,60267.90,62532.67,9342.05,7.70,15.00,0.00
393,16,4668.47,132556.46,60539.15,62680.37,9336.95,7.70,15.00,0.00
394,16,4568.99,132438.62,60378.83,62921.82,9137.97,7.98,15.00,0.00
395,16,4688.01,132513.16,60548.07,62589.07,9376.01,7.70,23.00,0.00
396,16,4656.00,131598.08,60043.04,62243.04,9312.01,7.70,24.00,0.00
397,16,4713.96,131943.96,60113.53,62402.51,9427.93,7.70,28.00,0.00
398,16,4641.01,132268.25,60351.12,62635.12,9282.02,7.84,16.00,0.00
399,16,4585.96,133482.95,60830.52,63480.50,9171.93,9.22,19.00,0.00
400,16,4692.07,133252.90,60756.87,63111.90,9384.13,7.70,18.00,0.00
401,16,4603.98,132214.49,60266.77,62739.76,9207.96,7.84,17.00,0.00
402,16,4614.99,132767.60,60523.82,63014.81,9228.97,7.70,13.00,0.00
403,16,4666.99,132713.66,60563.85,62815.84,9333.98,7.70,22.00,0.00
404,16,4613.05,132281.38,60360.63,62693.66,9227.10,7.70,15.00,0.00
405,16,4730.98,131679.38,60030.72,62186.71,9461.96,7.84,31.00,0.00
406,16,4666.01,131630.42,60109.19,62189.20,9332.03,7.70,19.00,0.00
407,16,4564.96,132145.90,60322.50,62694.48,9128.92,8.13,22.00,0.00
408,16,4669.05,132323.35,60427.62,62556.64,9339.10,7.70,15.00,0.00
409,16,4713.00,133748.89,60951.95,63370.95,9425.99,7.70,21.00,0.00
410,16,4746.86,134177.97,61179.16,63505.09,9493.72,7.70,24.00,0.00
411,16,4746.13,134704.62,61380.65,63831.71,9492.26,7.70,21.00,0.00
412,16,4777.00,133870.06,61014.03,63302.03,9554.00,7.84,20.00,0.00
413,16,4725.01,134570.39,61438.18,63682.18,9450.03,7.56,25.00,0.00
414,16,4802.68,134855.98,61532.88,63717.74,9605.36,7.56,23.00,0.00
415,16,4677.26,134464.57,61412.46,63697.58,9354.53,7.56,15.00,0.00
416,16,4739.02,133736.65,60990.30,63269.31,9477.05,7.84,19.00,0.00
417,16,4742.99,134322.85,61206.93,63629.93,9485.99,7.70,22.00,0.00
418,16,4819.02,135689.65,61854.30,64196.31,9639.05,7.56,25.00,0.00
419,16,4799.01,134566.19,61333.09,63635.09,9598.01,7.56,19.00,0.00
420,16,4791.97,135718.18,61988.62,64145.61,9583.94,7.56,18.00,0.00
421,16,4664.00,133180.09,60824.04,63029.04,9327.01,7.84,21.00,0.00
422,16,4671.02,134284.52,61149.24,63792.25,9343.04,9.06,19.00,0.00
423,16,4893.97,135255.08,61849.58,63617.57,9787.93,7.43,27.00,0.00
424,16,4744.02,134408.67,61369.30,63553.31,9486.05,7.56,21.00,0.00
425,16,4694.03,133961.84,61176.39,63395.40,9390.06,7.70,21.00,0.00
426,16,4757.94,134558.22,61338.19,63705.16,9514.87,7.70,21.00,0.00
427,16,4789.01,135813.22,62009.10,64226.10,9578.02,7.43,23.00,0.00
428,16,4692.02,133819.44,61023.20,63411.21,9385.03,9.22,21.00,0.00
429,16,4617.97,134169.13,61138.60,63794.59,9235.94,9.22,24.00,0.00
430,16,4780.04,135607.08,61841.49,64205.51,9560.08,7.56,13.00,0.00
431,16,4849.98,137166.51,62594.77,64871.77,9699.97,7.56,20.00,0.00
432,16,4804.97,138011.01,63077.55,65324.53,9608.93,7.43,25.00,0.00
433,16,4907.07,138312.97,63056.90,65441.93,9814.14,7.30,26.00,0.00
434,16,4897.95,137453.53,62660.33,64996.30,9796.89,7.43,20.00,0.00
435,16,4963.04,137432.07,62716.49,64789.50,9926.08,7.30,20.00,0.00
436,16,4839.97,137988.25,62988.66,65319.65,9679.95,7.43,29.00,0.00
437,16,4844.01,137627.22,62845.10,65094.10,9688.02,7.43,17.00,0.00
438,16,4946.01,137269.25,62471.11,64906.12,9892.02,7.43,28.00,0.00
439,16,4895.96,138111.73,63025.42,65294.40,9791.91,7.30,22.00,0.00
440,16,4779.04,138073.02,63040.47,65474.48,9558.07,7.56,20.00,0.00
441,16,4853.99,137670.68,62784.85,65177.85,9707.98,7.56,27.00,0.00
442,16,4867.03,138119.89,63171.41,65214.42,9734.06,7.30,17.00,0.00
443,16,4835.99,137444.81,62865.91,64906.91,9671.99,7.43,14.00,0.00
444,16,4821.01,137542.25,62734.11,65166.12,9642.02,7.56,19.00,0.00
445,16,4925.00,137499.99,62825.00,64825.00,9850.00,7.30,23.00,0.00
446,16,4836.97,137470.23,62671.65,65124.63,9673.95,7.56,22.00,0.00
447,16,4890.02,137309.48,62617.22,64912.23,9780.03,7.43,18.00,0.00
448,16,4879.01,136399.41,62128.19,64513.19,9758.03,7.56,24.00,0.00
449,16,4849.00,138621.01,63231.00,65693.00,9697.00,7.43,19.00,0.00
450,16,4791.94,138318.28,63162.21,65571.18,9584.88,7.43,16.00,0.00
451,16,4829.98,136906.50,62488.77,64757.77,9659.97,7.43,18.00,0.00
452,16,4736.04,137387.21,62697.55,65217.57,9472.08,7.56,20.00,0.00
453,16,4883.99,137926.82,62939.92,65218.91,9767.99,7.43,40.00,0.00
454,16,4881.98,138346.32,63153.69,65428.68,9763.95,7.43,28.00,0.00
455,16,4838.06,138142.69,62961.77,65506.80,9674.12,7.56,15.00,0.00
456,16,4835.01,137904.26,62862.12,65370.12,9672.02,7.43,28.00,0.00
457,16,4929.00,137364.90,62581.95,64925.95,9856.99,7.43,23.00,0.00
458,16,4852.86,138150.89,63099.12,65345.06,9706.71,7.43,24.00,0.00
459,16,4836.12,137800.41,62858.56,65269.62,9672.24,7.43,26.00,0.00
460,16,4887.96,138651.78,63283.44,65592.42,9775.91,7.30,21.00,0.00
461,16,4880.07,137912.07,62928.94,65222.98,9760.15,7.43,22.00,0.00
462,16,4816.95,137636.48,62697.31,65305.28,9633.89,7.43,18.00,0.00
463,16,4822.00,137136.98,62559.99,64932.99,9644.00,7.56,24.00,0.00
464,16,4973.03,137735.78,62747.35,65042.37,9946.06,7.43,22.00,0.00
465,16,4868.99,138003.84,63026.93,65239.92,9736.99,7.43,23.00,0.00
466,16,4830.99,138056.74,63011.88,65381.88,9662.98,7.43,13.00,0.00
467,16,4817.02,137720.64,62791.29,65295.31,9634.05,7.43,12.00,0.00
468,16,4884.98,137705.38,62768.72,65166.71,9769.96,7.43,18.00,0.00
469,16,4899.93,138592.10,63323.13,65469.10,9799.87,7.30,11.00,0.00
470,16,4832.09,137711.53,62821.15,65226.20,9664.18,7.56,25.00,0.00
471,16,4818.85,137543.83,62800.10,65106.03,9637.71,7.43,16.00,0.00
472,16,4880.08,137140.12,62551.97,64828.00,9760.15,7.43,24.00,0.00
473,16,4802.02,138474.63,63156.29,65714.30,9604.04,7.43,12.00,0.00
474,16,4852.01,137674.19,62802.09,65169.09,9703.01,7.56,26.00,0.00
475,16,4893.01,138885.36,63395.16,65703.17,9787.03,7.30,15.00,0.00
476,16,4760.01,137732.38,62794.18,65418.18,9520.03,7.70,20.00,0.00
477,16,4935.03,137205.74,62576.34,64760.35,9869.05,7.43,22.00,0.00
478,16,4815.97,137779.10,62900.59,65245.57,9632.94,7.43,31.00,0.00
479,16,4890.97,137668.05,62698.57,65187.55,9781.93,7.56,17.00,0.00
480,16,4852.02,137059.54,62467.25,64888.25,9704.04,7.84,27.00,0.00
481,16,4848.06,137707.81,62862.82,65148.85,9696.13,7.43,19.00,0.00
482,16,4756.98,136742.42,62325.74,64903.73,9512.96,9.06,14.00,0.00
483,16,4964.96,137488.85,62728.48,64829.46,9930.92,7.43,25.00,0.00
484,16,4939.98,137636.38,62831.72,64924.71,9879.96,7.43,22.00,0.00
485,16,4864.03,138026.77,62928.35,65370.36,9728.05,7.43,23.00,0.00
486,16,4892.03,137568.74,62652.34,65132.35,9784.05,7.43,9.00,0.00
487,16,4815.97,137761.11,62815.60,65313.58,9631.94,7.84,16.00,0.00
488,16,4829.04,136288.22,62179.56,64450.58,9658.09,7.43,18.00,0.00
489,16,4792.00,134672.99,61489.99,63599.99,9583.00,7.56,14.00,0.00
490,16,4749.03,134818.99,61533.45,63786.47,9499.07,7.56,22.00,0.00
491,16,4667.00,135009.91,61649.96,64025.96,9333.99,7.84,21.00,0.00
492,16,4686.96,133972.86,61116.48,63482.46,9373.92,7.98,25.00,0.00
493,16,4709.77,134503.32,61323.95,63759.83,9419.53,7.84,19.00,0.00
494,16,4706.23,134297.55,61277.99,63607.10,9412.46,7.70,23.00,0.00
495,16,4795.03,134635.88,61449.40,63596.41,9590.06,7.56,27.00,0.00
496,16,4743.96,134697.93,61507.51,63703.49,9486.92,7.70,18.00,0.00
497,16,4728.99,134407.82,61374.92,63573.91,9458.99,7.70,24.00,0.00
498,16,4743.01,135467.26,61696.12,64285.12,9486.02,7.56,26.00,0.00
499,16,4803.02,134790.68,61493.31,63691.32,9606.05,7.56,19.00,0.00
500,16,4740.98,134907.35,61555.70,63869.69,9481.95,7.70,21.00,0.00
501,16,4753.02,134090.54,61161.25,63424.26,9505.04,7.70,25.00,0.00
502,16,4740.99,134444.61,61288.82,63672.81,9482.97,7.84,23.00,0.00
503,16,4768.56,134834.43,61565.26,63732.06,9537.11,7.56,15.00,0.00
504,16,4690.43,135330.38,61844.66,64104.86,9380.86,7.70,21.00,0.00
505,16,4706.04,134272.16,61230.53,63629.55,9412.08,7.98,25.00,0.00
506,16,4690.96,134897.82,61642.46,63873.44,9381.92,7.56,23.00,0.00
507,16,4779.00,134855.96,61533.98,63764.98,9557.00,7.56,15.00,0.00
508,16,4641.00,134134.01,61151.01,63700.01,9283.00,7.98,13.00,0.00
509,16,4717.02,134814.44,61571.20,63809.21,9434.03,7.56,20.00,0.00
510,16,4720.00,135052.96,61749.98,63862.98,9440.00,7.56,24.00,0.00
511,16,4816.99,134844.68,61626.85,63584.85,9632.98,7.56,23.00,0.00
512,16,4742.99,134425.60,61322.82,63615.81,9486.97,7.56,14.00,0.00
513,16,4666.03,133491.81,60906.37,63253.38,9332.06,8.13,17.00,0.00
514,16,4619.99,134256.79,61268.91,63747.90,9239.99,7.98,14.00,0.00
515,16,4773.03,134792.90,61437.41,63809.42,9546.06,7.70,11.00,0.00
516,16,4800.99,135786.82,61987.92,64196.91,9601.99,7.43,21.00,0.00
517,16,4814.96,135269.82,61656.46,63983.44,9629.92,7.56,26.00,0.00
518,16,4659.01,134362.43,61330.20,63714.20,9318.03,7.98,19.00,0.00
519,16,4762.98,135022.54,61599.79,63896.78,9525.97,7.84,13.00,0.00
520,16,4730.02,135012.44,61592.20,63960.21,9460.03,7.56,15.00,0.00
521,16,4786.00,135270.02,61703.01,63994.01,9573.00,7.56,22.00,0.00
522,16,4748.01,134497.38,61337.17,63665.18,9495.03,7.70,22.00,0.00
523,16,4662.97,134886.12,61633.60,63926.59,9325.94,7.56,22.00,0.00
524,16,4797.02,134380.63,61353.29,63434.30,9593.04,7.56,21.00,0.00
525,16,4738.02,135200.62,61761.28,63962.29,9477.04,7.56,26.00,0.00
526,16,4766.02,134658.45,61378.21,63748.21,9532.03,7.70,14.00,0.00
527,16,4785.99,133896.76,60988.89,63335.89,9571.98,7.70,21.00,0.00
528,16,4707.99,133378.67,60853.85,63109.85,9414.98,7.84,28.00,0.00
529,16,4649.88,134299.65,61302.47,63696.41,9300.77,7.70,14.00,0.00
530,16,4758.13,134816.62,61548.65,63751.71,9516.26,7.56,28.00,0.00
531,16,4751.97,133877.09,60930.59,63442.57,9503.94,8.90,21.00,0.00
532,16,4833.98,134762.48,61474.76,63619.76,9667.96,7.56,25.00,0.00
533,16,4746.03,134109.74,61151.34,63466.35,9492.05,7.70,17.00,0.00
534,16,4705.04,135330.21,61870.55,64049.57,9410.08,7.56,27.00,0.00
535,16,4795.92,136884.61,62462.91,64829.87,9591.83,7.56,21.00,0.00
536,16,4770.01,137873.29,62921.13,65413.14,9539.02,7.43,19.00,0.00
537,16,4865.01,138412.19,63223.08,65458.09,9731.01,7.30,22.00,0.00
538,16,4787.01,137045.17,62526.08,64945.08,9574.01,7.56,21.00,0.00
539,16,4843.02,137534.49,62659.22,65189.23,9686.03,7.70,14.00,0.00
540,16,4916.01,138378.27,63289.12,65257.13,9832.02,7.30,24.00,0.00
541,16,4784.97,137444.18,62683.62,65190.61,9569.94,7.84,19.00,0.00
542,16,4870.00,137148.90,62583.95,64824.95,9739.99,7.56,25.00,0.00
543,16,4770.02,135791.59,61909.27,64342.28,9540.04,8.13,29.00,0.00
544,16,4824.97,138141.04,63156.56,65335.55,9648.93,7.30,16.00,0.00
545,16,4925.02,138294.51,63122.23,65321.24,9851.04,7.43,19.00,0.00
546,16,4748.01,137914.35,62957.16,65462.17,9495.02,7.70,21.00,0.00
547,16,4908.00,137534.98,62703.99,65014.99,9816.00,7.43,18.00,0.00
548,16,4811.00,136787.93,62416.97,64748.97,9621.99,7.56,26.00,0.00
549,16,4722.00,133524.94,60860.97,63218.97,9445.00,8.13,19.00,0.00
550,16,4708.03,135473.80,61801.37,64256.38,9416.06,7.70,29.00,0.00
551,16,4855.97,134670.10,61336.59,63621.58,9711.94,7.56,18.00,0.00
552,16,4767.97,135574.16,61855.62,64182.60,9535.94,7.70,21.00,0.00
553,16,4682.01,134837.39,61505.18,63969.18,9363.03,7.70,22.00,0.00
554,16,4851.99,135838.84,62013.93,64120.93,9703.99,7.43,23.00,0.00
555,16,4695.02,135230.51,61678.23,64161.24,9391.04,7.84,24.00,0.00
556,16,4788.00,134800.07,61360.03,63864.03,9576.01,9.06,20.00,0.00
557,16,4777.02,135500.58,61789.27,64157.28,9554.04,7.56,31.00,0.00
558,16,4780.99,136168.83,62186.92,64419.92,9561.99,7.56,20.00,0.00
559,16,4833.95,137409.71,62640.41,65102.39,9666.91,7.56,13.00,0.00
560,16,4837.04,137571.12,62725.51,65170.53,9675.08,7.56,24.00,0.00
561,16,4846.98,138198.36,63022.71,65481.70,9693.96,7.43,10.00,0.00
562,16,4993.01,138125.17,63016.08,65123.08,9986.01,7.30,23.00,0.00
563,16,4906.98,137905.47,62818.76,65273.75,9812.96,7.43,18.00,0.00
564,16,4864.00,137555.02,62702.01,65124.01,9729.00,7.56,21.00,0.00
565,16,4903.04,138033.07,63045.49,65181.51,9806.08,7.30,20.00,0.00
566,16,4838.99,138038.62,63038.83,65321.82,9677.97,7.43,22.00,0.00
567,16,4926.03,137722.97,62751.44,65119.46,9852.07,7.43,20.00,0.00
568,16,4814.96,137700.96,62745.53,65325.51,9629.93,7.56,21.00,0.00
569,16,4811.03,136567.83,62294.38,64652.39,9621.06,7.43,26.00,0.00
570,16,4855.96,138498.90,63283.50,65502.48,9712.92,7.43,20.00,0.00
571,16,4851.06,137870.74,62871.79,65296.83,9702.12,7.56,20.00,0.00
572,16,4759.99,137731.66,62851.84,65359.84,9519.98,7.98,18.00,0.00
573,16,4848.00,137810.91,62862.96,65252.96,9694.99,7.43,12.00,0.00
574,16,4857.99,137205.82,62601.92,64886.91,9716.99,7.56,15.00,0.00
575,16,4854.96,137252.91,62656.50,64886.49,9709.92,7.56,26.00,0.00
576,16,4846.02,138175.49,63009.23,65474.23,9692.03,7.56,20.00,0.00
577,16,4807.00,137172.91,62589.96,64968.96,9613.99,7.56,19.00,0.00
578,16,4879.00,137531.01,62690.01,65084.01,9757.00,7.56,21.00,0.00
579,16,4869.00,137712.01,62770.00,65204.00,9738.00,7.56,21.00,0.00
580,16,4887.99,138224.81,63074.91,65372.91,9776.99,7.43,27.00,0.00
581,16,4886.02,138583.63,63323.29,65488.30,9772.04,7.30,22.00,0.00
582,16,4897.93,138196.93,63068.06,65333.02,9795.85,7.43,25.00,0.00
583,16,4844.06,138027.59,63041.72,65297.75,9688.11,7.30,29.00,0.00
584,16,4800.97,138072.21,63100.64,65369.63,9601.94,7.43,23.00,0.00
585,16,4948.06,137313.73,62463.79,64953.82,9896.12,7.43,24.00,0.00
586,16,4919.92,138013.79,62940.99,65232.96,9839.84,7.43,14.00,0.00
587,16,4934.06,138194.77,62951.81,65374.84,9868.13,7.43,22.00,0.00
588,16,4784.98,137652.37,62842.71,65239.70,9569.96,7.43,28.00,0.00
589,16,4902.05,138243.30,63144.59,65295.61,9803.09,7.43,18.00,0.00
590,16,4835.56,137519.62,62801.35,65046.15,9672.13,7.30,16.00,0.00
591,16,4893.42,137703.81,62741.38,65175.59,9786.84,7.43,18.00,0.00
592,16,4871.99,138010.83,62952.92,65313.92,9743.99,7.30,21.00,0.00
593,16,4822.02,138448.44,63235.20,65570.21,9643.03,7.43,25.00,0.00
594,16,4852.95,137864.69,62944.40,65213.38,9706.91,7.43,15.00,0.00
595,16,4822.97,137597.15,62832.61,65118.60,9645.94,7.43,26.00,0.00
596,16,4788.02,137987.60,63025.27,65386.28,9576.04,7.43,21.00,0.00
597,16,4852.04,137627.26,62668.57,65254.60,9704.09,7.43,20.00,0.00
598,16,4843.94,137087.18,62425.17,64974.14,9687.87,8.28,18.00,0.00
599,16,4845.04,137588.24,62747.56,65150.59,9690.09,7.56,27.00,0.00
600,16,4843.99,136965.85,62409.93,64867.93,9687.99,7.70,17.00,0.00
601,16,4771.98,137598.53,62822.78,65231.78,9543.97,7.56,31.00,0.00
602,16,4902.01,137575.20,62699.09,65072.10,9804.01,7.43,11.00,0.00
603,16,4876.03,137833.89,62953.40,65128.42,9752.06,7.43,16.00,0.00
604,16,4868.97,138185.23,63010.65,65436.63,9737.95,7.43,22.00,0.00
605,16,4882.03,135857.75,62024.34,64069.35,9764.05,7.43,24.00,0.00
606,16,4890.99,138191.76,63065.89,65343.88,9781.98,7.43,22.00,0.00
607,16,4898.03,138240.87,63105.40,65339.41,9796.06,7.30,28.00,0.00
608,16,4752.93,136027.85,62091.02,64430.98,9505.85,7.56,19.00,0.00
609,16,4731.79,134670.98,61434.25,63773.15,9463.58,7.70,19.00,0.00
610,16,4727.28,134877.98,61606.65,63816.78,9454.56,7.56,23.00,0.00
611,16,4648.98,134899.31,61571.68,64029.67,9297.95,7.70,12.00,0.00
612,16,4789.00,134461.91,61325.96,63557.96,9577.99,7.70,14.00,0.00
613,16,4761.02,134588.46,61411.21,63655.22,9522.03,7.70,23.00,0.00
614,16,4698.00,134363.01,61396.01,63571.01,9396.00,7.56,28.00,0.00
615,16,4742.00,134752.03,61525.01,63743.02,9484.00,7.70,21.00,0.00
616,16,4747.90,134712.26,61608.75,63607.71,9495.81,7.56,19.00,0.00
617,16,4658.08,134853.39,61512.09,64025.13,9316.16,7.70,23.00,0.00
618,16,4690.99,135193.80,61727.91,64083.90,9381.99,7.56,17.00,0.00
619,16,4750.03,134807.89,61490.41,63817.42,9500.06,7.70,23.00,0.00
620,16,4813.98,134645.37,61403.71,63613.70,9627.96,7.56,21.00,0.00
621,16,4766.03,134767.88,61538.40,63698.41,9531.06,7.56,24.00,0.00
622,16,4728.90,134899.14,61596.69,63843.65,9458.80,7.70,18.00,0.00
623,16,4700.07,135102.95,61558.89,64143.92,9400.14,7.84,20.00,0.00
624,16,4770.03,133823.98,60959.44,63323.46,9541.07,7.84,14.00,0.00
625,16,4726.99,133751.68,60900.85,63398.85,9451.98,8.28,21.00,0.00
626,16,4807.97,134506.03,61302.56,63586.54,9616.93,7.70,16.00,0.00
627,16,4790.00,134330.96,61289.98,63460.98,9580.00,7.56,29.00,0.00
628,16,4733.01,134693.32,61470.14,63757.15,9466.02,7.56,26.00,0.00
629,16,4681.00,134602.99,61449.99,63790.99,9362.00,7.70,20.00,0.00
630,16,4711.00,134234.89,61253.95,63558.95,9421.99,7.70,15.00,0.00
631,16,4757.99,135073.82,61651.92,63905.92,9515.99,7.56,24.00,0.00
632,16,4797.05,134981.34,61543.61,63843.63,9594.10,7.56,21.00,0.00
633,16,4767.98,134612.48,61310.76,63765.76,9535.96,7.70,16.00,0.00
634,16,4785.01,134795.15,61508.07,63718.07,9569.01,7.56,22.00,0.00
635,16,4829.97,135206.19,61659.63,63885.62,9660.94,7.56,20.00,0.00
636,16,4600.02,133310.69,60803.32,63307.33,9200.05,9.06,16.00,0.00
637,16,4811.98,134897.48,61609.76,63663.76,9623.96,7.56,26.00,0.00
638,16,4766.99,134163.82,61216.92,63412.91,9533.99,7.56,17.00,0.00
639,16,4635.02,134853.62,61643.28,63941.30,9269.04,7.56,14.00,0.00
640,16,4723.00,134781.03,61557.01,63777.01,9447.00,7.70,16.00,0.00
641,16,4691.02,134486.49,61419.23,63685.23,9382.03,7.70,19.00,0.00
642,16,4721.96,134795.74,61522.42,63830.40,9442.91,7.56,29.00,0.00
643,16,4821.06,135825.64,61996.75,64186.77,9642.12,7.56,33.00,0.00
644,16,4756.94,134836.34,61474.24,63847.21,9514.88,7.70,17.00,0.00
645,16,4720.04,134423.22,61348.56,63635.58,9439.09,7.56,18.00,0.00
646,16,4743.96,134151.95,61268.52,63394.50,9488.93,7.56,14.00,0.00
647,16,4724.03,135711.86,61914.39,64350.41,9447.06,7.56,23.00,0.00
648,16,4860.98,137700.54,62848.79,65128.78,9722.97,7.43,21.00,0.00
649,16,4875.95,138113.69,62976.40,65386.38,9750.91,7.43,22.00,0.00
650,16,4882.00,137720.07,62749.03,65206.04,9765.01,7.43,15.00,0.00
651,16,4860.73,137400.47,62722.56,64956.44,9721.47,7.43,23.00,0.00
652,16,4880.27,137778.57,62796.45,65221.58,9760.54,7.56,19.00,0.00
653,16,4789.00,137899.07,62820.03,65501.03,9578.00,7.70,14.00,0.00
654,16,4763.04,137541.03,62822.47,65192.49,9526.07,7.43,17.00,0.00
655,16,4904.98,137623.47,62689.76,65123.75,9809.96,7.56,18.00,0.00
656,16,4818.00,136546.90,62303.95,64606.95,9635.99,7.56,27.00,0.00
657,16,4855.99,137671.69,62861.86,65097.85,9711.98,7.30,19.00,0.00
658,16,4994.02,137941.50,62881.23,65072.24,9988.04,7.30,21.00,0.00
659,16,4760.97,136804.18,62355.63,64926.61,9521.94,8.13,20.00,0.00
660,16,4824.03,137570.76,62764.35,65158.36,9648.05,7.56,21.00,0.00
661,16,4779.00,136955.96,62462.98,64934.98,9558.00,7.98,27.00,0.00
662,16,4820.98,137656.30,62875.68,65138.67,9641.95,7.43,13.00,0.00
663,16,4742.03,137176.77,62603.35,65089.36,9484.05,7.98,15.00,0.00
664,16,4810.98,137869.35,62977.70,65270.69,9620.95,7.43,19.00,0.00
665,16,4856.98,138354.35,63166.70,65472.69,9714.95,7.30,15.00,0.00
666,16,4896.05,136401.40,62100.64,64507.66,9793.10,8.13,14.00,0.00
667,16,4755.01,137747.22,62806.10,65431.10,9510.02,7.98,26.00,0.00
668,16,4769.00,135223.01,61626.00,64061.00,9536.00,7.56,14.00,0.00
669,16,4763.01,135682.23,61926.11,64229.11,9527.02,7.56,23.00,0.00
