time,threads,tps,qps,r,w,o,lat,err,reconn
1825,16,4683.01,132209.34,60315.15,62528.16,9366.02,7.70,13.00,0.00
1826,16,4571.68,131633.71,60092.76,62397.60,9143.35,7.84,9.00,0.00
1827,16,4636.31,132774.91,60638.07,62864.22,9272.62,7.70,14.00,0.00
1828,16,4643.00,132626.02,60644.01,62697.01,9285.00,7.70,19.00,0.00
1829,16,4620.02,132144.63,60291.29,62612.30,9241.04,8.58,13.00,0.00
1830,16,4631.97,132357.28,60356.67,62737.66,9262.95,7.84,21.00,0.00
1831,16,4745.99,132293.60,60358.82,62442.81,9491.97,7.56,23.00,0.00
1832,16,4738.00,131400.95,59865.98,62057.98,9477.00,7.84,31.00,0.00
1833,16,4639.02,131889.69,60239.32,62372.33,9278.05,7.70,23.00,0.00
1834,16,4602.99,130775.72,59576.87,61992.87,9205.98,9.22,22.00,0.00
1835,16,4590.03,132073.77,60226.35,62667.37,9180.05,9.22,18.00,0.00
1836,16,4661.96,132238.79,60265.45,62649.43,9323.91,7.84,21.00,0.00
1837,16,4650.01,133064.32,60810.15,62955.15,9299.02,7.70,22.00,0.00
1838,16,4659.03,132153.86,60235.39,62599.41,9319.06,7.98,18.00,0.00
1839,16,4672.01,132483.19,60395.08,62744.09,9344.01,8.74,31.00,0.00
1840,16,4675.95,132274.66,60405.39,62517.37,9351.91,7.70,11.00,0.00
1841,16,4635.03,132405.81,60369.37,62766.38,9270.06,7.70,27.00,0.00
1842,16,4685.98,132797.43,60536.74,62888.73,9371.96,7.84,13.00,0.00
1843,16,4607.00,132104.02,60248.01,62642.01,9214.00,9.22,16.00,0.00
1844,16,4688.03,131495.94,60084.43,62035.44,9376.07,7.70,21.00,0.00
1845,16,4616.97,132120.06,60215.57,62670.55,9233.93,8.90,16.00,0.00
1846,16,4626.01,130942.27,59795.13,61895.13,9252.02,7.84,23.00,0.00
1847,16,4732.02,133335.63,60805.29,63066.30,9464.04,7.84,22.00,0.00
1848,16,4727.97,131884.22,60166.64,62261.63,9455.94,7.70,25.00,0.00
1849,16,4667.04,132770.27,60594.58,62841.60,9334.09,7.70,20.00,0.00
1850,16,4584.98,131820.44,60133.74,62515.73,9170.96,9.06,24.00,0.00
1851,16,4691.98,132510.34,60378.70,62748.69,9382.95,7.98,17.00,0.00
1852,16,4592.00,131883.09,60192.04,62507.04,9184.01,9.06,16.00,0.00
1853,16,4650.01,131805.32,60022.14,62483.15,9300.02,8.58,19.00,0.00
1854,16,4580.00,131431.14,59939.06,62332.07,9160.01,9.22,30.00,0.00
1855,16,4679.02,132227.53,60328.24,62541.25,9358.04,8.28,26.00,0.00
1856,16,4646.00,131901.05,60143.02,62466.02,9292.00,7.84,22.00,0.00
1857,16,4656.97,133545.01,61061.55,63169.53,9313.93,7.56,26.00,0.00
1858,16,4787.02,133125.62,60673.28,62878.29,9574.04,7.56,19.00,0.00
1859,16,4620.96,131966.89,60195.49,62529.47,9241.92,7.84,24.00,0.00
1860,16,4742.04,133029.17,60721.53,62823.55,9484.08,7.56,26.00,0.00
1861,16,4807.97,132699.07,60440.58,62642.56,9615.93,7.70,22.00,0.00
1862,16,4607.02,132240.58,60357.26,62670.27,9213.04,7.84,18.00,0.00
1863,16,4557.02,132106.50,60262.23,62729.24,9115.03,9.22,22.00,0.00
1864,16,4550.98,131345.32,60032.69,62210.68,9101.95,7.70,20.00,0.00
1865,16,4570.98,130458.34,59524.70,61791.69,9141.95,9.06,16.00,0.00
1866,16,4729.03,133054.92,60698.42,62898.43,9458.07,7.70,18.00,0.00
1867,16,4635.98,132584.30,60443.68,62868.67,9271.95,9.06,14.00,0.00
1868,16,4825.96,134421.84,61163.47,63606.45,9651.92,9.06,10.00,0.00
1869,16,4680.08,131830.32,60197.06,62273.10,9360.16,7.70,24.00,0.00
1870,16,4645.96,132516.75,60520.43,62704.41,9291.91,7.70,19.00,0.00
1871,16,4655.03,132750.76,60492.35,62948.36,9310.05,9.22,26.00,0.00
1872,16,4650.93,132529.92,60453.05,62775.02,9301.85,7.84,19.00,0.00
1873,16,4752.74,135340.54,61845.59,63989.48,9505.48,7.56,13.00,0.00
1874,16,4615.31,132204.76,60258.99,62715.15,9230.61,9.22,13.00,0.00
1875,16,4623.00,131979.00,60150.00,62583.00,9246.00,9.22,21.00,0.00
1876,16,4573.01,132547.21,60516.10,62885.10,9146.01,7.84,24.00,0.00
1877,16,4601.01,132256.39,60339.18,62715.19,9202.03,8.28,21.00,0.00
1878,16,4685.00,131826.88,60117.94,62338.94,9369.99,7.84,31.00,0.00
1879,16,4730.86,133050.05,60752.20,62836.13,9461.72,7.56,19.00,0.00
1880,16,4611.13,132144.86,60443.77,62478.83,9222.27,7.56,23.00,0.00
1881,16,4683.98,132237.55,60301.80,62567.79,9367.97,7.70,23.00,0.00
1882,16,4712.02,132536.68,60505.31,62607.32,9424.05,7.70,24.00,0.00
1883,16,4576.91,132203.36,60270.80,62778.75,9153.82,8.13,17.00,0.00
1884,16,4587.06,131961.70,60171.77,62615.80,9174.12,9.06,22.00,0.00
1885,16,4649.02,131725.56,60076.26,62351.27,9298.04,7.98,19.00,0.00
1886,16,4709.02,132732.53,60653.24,62661.25,9418.04,7.56,26.00,0.00
1887,16,4655.97,131377.04,59904.56,62160.54,9311.93,9.22,10.00,0.00
1888,16,4615.03,131922.71,60237.33,62455.34,9230.05,7.84,16.00,0.00
1889,16,4555.02,133057.46,60723.21,63224.22,9110.03,9.22,17.00,0.00
1890,16,4746.99,134432.74,61353.88,63584.87,9493.98,7.56,14.00,0.00
1891,16,4783.98,135399.40,61660.73,64170.71,9567.96,7.56,21.00,0.00
1892,16,4717.98,134670.34,61450.70,63783.69,9435.95,8.43,25.00,0.00
1893,16,4745.04,134829.17,61530.53,63808.55,9490.08,7.56,21.00,0.00
1894,16,4738.98,135052.40,61637.72,63936.71,9477.96,7.70,25.00,0.00
1895,16,4679.01,133735.24,60926.11,63451.12,9358.02,9.22,25.00,0.00
1896,16,4780.00,135000.14,61571.06,63869.06,9560.01,7.56,19.00,0.00
1897,16,4738.01,134833.16,61575.07,63782.08,9476.01,7.56,24.00,0.00
1898,16,4754.97,135910.08,62016.58,64383.57,9509.94,7.56,19.00,0.00
1899,16,4772.04,134827.22,61503.56,63780.58,9543.09,7.56,21.00,0.00
1900,16,4862.96,134755.94,61493.52,63537.50,9724.92,7.56,15.00,0.00
1901,16,4824.02,136517.45,62216.21,64651.22,9650.03,7.56,11.00,0.00
1902,16,4739.99,135617.59,61824.81,64312.80,9479.97,8.90,21.00,0.00
1903,16,4716.02,134978.66,61550.30,63996.31,9432.05,7.70,19.00,0.00
1904,16,4797.95,134764.51,61502.32,63666.29,9595.89,7.43,23.00,0.00
1905,16,4800.05,135097.35,61663.62,63833.64,9600.10,7.43,19.00,0.00
1906,16,4772.00,134844.04,61395.02,63905.02,9544.00,9.22,23.00,0.00
1907,16,4817.01,135648.34,61904.16,64111.16,9633.02,7.43,20.00,0.00
1908,16,4835.98,134388.48,61232.76,63482.75,9672.96,7.56,19.00,0.00
1909,16,4697.00,135057.06,61534.03,64129.03,9394.00,9.22,22.00,0.00
1910,16,4664.01,135630.21,61930.10,64372.10,9328.01,7.70,16.00,0.00
1911,16,4810.00,135392.91,61781.96,63990.96,9619.99,7.43,18.00,0.00
1912,16,4820.99,135388.71,61784.87,63961.86,9641.98,7.56,25.00,0.00
1913,16,4750.00,134801.88,61504.95,63796.94,9499.99,7.84,22.00,0.00
1914,16,4831.00,135465.95,61888.98,63915.98,9661.00,7.43,25.00,0.00
1915,16,4725.02,135295.47,61778.21,64066.22,9451.03,7.70,18.00,0.00
1916,16,4770.99,134818.81,61497.91,63778.91,9541.99,7.56,20.00,0.00
1917,16,4791.01,135186.42,61642.19,63962.20,9582.03,7.56,17.00,0.00
1918,16,4781.96,134735.76,61369.43,63802.41,9563.91,7.70,18.00,0.00
1919,16,4738.01,135260.33,61580.15,64204.16,9476.02,9.06,24.00,0.00
1920,16,4798.03,134975.78,61542.36,63837.37,9596.06,7.56,23.00,0.00
1921,16,4763.01,135032.22,61643.10,63863.10,9526.02,7.56,23.00,0.00
1922,16,4723.95,135245.70,61735.41,64062.39,9447.91,7.56,15.00,0.00
1923,16,4764.04,134860.14,61460.52,63872.54,9527.08,9.06,15.00,0.00
1924,16,4804.96,134333.80,61271.45,63451.44,9610.91,7.56,23.00,0.00
1925,16,4802.01,135912.24,62044.11,64264.11,9604.02,7.43,17.00,0.00
1926,16,4681.04,133241.16,60807.53,63071.55,9362.08,8.43,21.00,0.00
1927,16,4780.95,135251.68,61615.40,64074.37,9561.91,9.06,21.00,0.00
1928,16,4806.01,134513.37,61311.17,63591.18,9611.03,7.43,17.00,0.00
1929,16,4625.04,132889.04,60572.48,63064.49,9252.07,8.43,13.00,0.00
1930,16,4561.99,132413.74,60382.88,62907.88,9122.98,9.39,22.00,0.00
1931,16,4605.98,131776.30,60156.68,62407.67,9211.95,7.70,14.00,0.00
1932,16,4746.98,132412.47,60516.76,62401.75,9493.96,7.56,28.00,0.00
1933,16,4775.04,134463.11,61405.51,63507.52,9550.08,7.56,16.00,0.00
1934,16,4597.99,131929.69,60200.86,62532.85,9195.98,9.06,17.00,0.00
1935,16,4664.53,131799.66,60026.92,62443.68,9329.06,7.70,15.00,0.00
1936,16,4751.48,131808.20,60074.02,62231.23,9502.95,7.70,19.00,0.00
1937,16,4601.03,132042.73,60252.33,62588.35,9202.05,7.84,23.00,0.00
1938,16,4752.98,132173.44,60243.75,62423.74,9505.96,7.70,21.00,0.00
1939,16,4689.03,132423.90,60441.41,62604.43,9378.06,7.84,17.00,0.00
1940,16,4792.99,131877.85,60130.93,62160.93,9585.99,7.70,18.00,0.00
1941,16,4655.99,132039.69,60244.86,62482.85,9311.98,7.70,16.00,0.00
1942,16,4739.98,132297.56,60347.80,62469.79,9479.97,7.70,16.00,0.00
1943,16,4568.01,132242.32,60391.15,62715.15,9136.02,7.70,23.00,0.00
1944,16,4610.00,131636.13,59969.06,62447.06,9220.01,9.22,15.00,0.00
1945,16,4651.97,131486.06,59846.57,62335.55,9303.93,9.22,27.00,0.00
1946,16,4563.03,132607.00,60551.46,62929.47,9126.07,7.98,13.00,0.00
1947,16,4566.00,132517.04,60341.02,63044.02,9132.00,9.22,25.00,0.00
1948,16,4530.98,132240.37,60418.71,62759.70,9061.96,7.84,24.00,0.00
1949,16,4665.02,131611.61,60073.28,62208.29,9330.04,7.84,19.00,0.00
1950,16,4524.96,132539.74,60501.43,62988.40,9049.91,7.84,18.00,0.00
1951,16,4554.25,131700.12,60217.26,62374.37,9108.49,8.74,24.00,0.00
1952,16,4678.78,132618.72,60490.14,62771.03,9357.56,7.98,14.00,0.00
1953,16,4794.96,134634.91,61431.50,63613.48,9589.92,7.56,17.00,0.00
1954,16,4660.05,135303.44,61837.66,64145.68,9320.10,8.43,18.00,0.00
1955,16,4754.98,134678.54,61378.79,63789.78,9509.97,8.28,27.00,0.00
1956,16,4819.98,135145.50,61573.77,63931.77,9639.96,7.56,20.00,0.00
1957,16,4678.99,133995.81,61197.91,63439.91,9357.99,7.70,22.00,0.00
1958,16,4860.02,134792.68,61491.31,63581.32,9720.05,7.43,18.00,0.00
1959,16,4722.98,135413.49,61768.77,64198.76,9445.96,8.58,17.00,0.00
1960,16,4746.02,135823.58,62049.26,64282.27,9492.04,7.43,19.00,0.00
1961,16,4767.00,134735.92,61384.97,63816.96,9533.99,8.13,29.00,0.00
1962,16,4736.94,134883.39,61479.27,63930.24,9473.89,7.84,24.00,0.00
1963,16,4690.04,134650.13,61544.52,63725.54,9380.08,7.56,22.00,0.00
1964,16,4793.99,134646.81,61449.91,63608.91,9587.99,7.43,11.00,0.00
1965,16,4774.98,135397.41,61828.73,64018.72,9549.96,7.43,24.00,0.00
1966,16,4752.01,135367.30,61862.14,64001.14,9504.02,7.43,21.00,0.00
1967,16,4824.98,134710.33,61369.70,63690.68,9649.95,7.98,21.00,0.00
1968,16,4727.09,136954.56,62660.17,64840.21,9454.18,7.43,20.00,0.00
1969,16,4908.92,135599.79,61778.99,64003.96,9816.84,7.56,29.00,0.00
1970,16,4750.99,135759.71,61948.87,64307.86,9502.98,7.43,13.00,0.00
1971,16,4772.03,134734.85,61429.39,63761.40,9544.06,8.28,24.00,0.00
1972,16,4807.04,134158.08,61129.49,63414.51,9614.08,7.56,17.00,0.00
1973,16,4767.97,135115.11,61671.59,63909.58,9533.94,7.56,15.00,0.00
1974,16,4766.04,134965.04,61564.47,63866.49,9534.07,7.56,20.00,0.00
1975,16,4757.53,135249.60,61709.89,64025.66,9514.06,7.56,21.00,0.00
1976,16,4800.42,134938.77,61650.38,63686.56,9601.84,7.43,19.00,0.00
1977,16,4774.03,134444.75,61371.34,63525.35,9548.05,7.56,13.00,0.00
1978,16,4758.98,135157.56,61700.80,63939.79,9516.97,7.56,21.00,0.00
1979,16,4805.00,135651.88,61943.95,64097.94,9609.99,7.43,17.00,0.00
1980,16,4827.01,135042.28,61528.13,63858.13,9656.02,7.43,19.00,0.00
1981,16,4732.02,135056.55,61602.25,63992.26,9462.04,8.13,32.00,0.00
1982,16,4647.00,134026.00,61064.00,63667.00,9295.00,9.22,17.00,0.00
1983,16,4754.00,134401.13,61249.06,63644.06,9508.01,9.22,19.00,0.00
1984,16,4670.00,134871.94,61518.97,64012.97,9340.00,9.06,21.00,0.00
1985,16,4728.99,134946.78,61558.90,63929.89,9457.98,7.98,21.00,0.00
1986,16,4672.64,135109.49,61674.20,64091.02,9344.27,7.84,24.00,0.00
1987,16,4748.34,134533.69,61412.42,63623.58,9497.68,7.43,15.00,0.00
1988,16,4752.01,134602.16,61402.07,63696.07,9504.01,7.56,15.00,0.00
1989,16,4598.00,132155.09,60272.04,62687.04,9196.01,9.22,17.00,0.00
1990,16,4661.03,131717.95,60061.43,62334.45,9322.07,7.98,20.00,0.00
1991,16,4616.92,132302.68,60329.94,62738.90,9233.84,8.90,17.00,0.00
1992,16,4601.05,131827.44,60140.66,62484.68,9202.10,9.06,27.00,0.00
1993,16,4699.05,132817.28,60635.58,62783.60,9398.09,7.56,14.00,0.00
1994,16,4712.98,131693.41,60037.73,62229.72,9425.96,7.56,17.00,0.00
1995,16,4648.01,132441.20,60396.09,62749.09,9296.01,7.84,17.00,0.00
1996,16,4721.00,132718.10,60551.05,62726.05,9441.01,7.70,21.00,0.00
1997,16,4641.02,131626.55,60078.25,62265.26,9283.04,7.70,13.00,0.00
1998,16,4653.97,131662.01,60118.55,62235.53,9307.93,7.84,22.00,0.00
1999,16,4706.99,131620.65,59911.84,62294.83,9413.97,9.06,25.00,0.00
2000,16,4667.01,131607.33,59968.15,62306.16,9333.02,9.06,23.00,0.00
2001,16,4736.00,132128.10,60254.04,62401.04,9473.01,7.70,18.00,0.00
2002,16,4524.01,131752.23,60106.10,62598.11,9048.02,9.39,18.00,0.00
2003,16,4634.99,132092.61,60209.82,62612.81,9269.97,7.98,19.00,0.00
2004,16,4664.99,132049.79,60150.90,62568.90,9329.98,7.84,20.00,0.00
2005,16,4694.00,132026.05,60219.02,62419.03,9388.00,7.70,16.00,0.00
2006,16,4699.98,134186.55,61083.80,63702.79,9399.97,9.06,16.00,0.00
2007,16,4787.02,134903.69,61450.31,63879.33,9574.05,7.98,23.00,0.00
2008,16,4706.01,133532.38,60955.17,63165.18,9412.03,9.06,18.00,0.00
2009,16,4716.01,135588.31,61975.14,64181.15,9432.02,7.43,23.00,0.00
2010,16,4727.96,134413.74,61192.42,63765.40,9455.91,9.22,18.00,0.00
2011,16,4735.99,134591.71,61304.87,63814.86,9471.98,9.22,27.00,0.00
2012,16,4655.02,135143.56,61789.26,64044.26,9310.04,7.56,21.00,0.00
2013,16,4735.98,133815.36,61009.71,63333.70,9471.95,7.70,16.00,0.00
2014,16,4789.04,135442.10,61781.50,64082.52,9578.08,7.84,21.00,0.00
2015,16,4771.95,135533.54,61944.33,64045.31,9543.90,7.43,30.00,0.00
2016,16,4713.01,135884.34,62158.16,64300.16,9426.02,7.43,20.00,0.00
2017,16,4797.01,134641.28,61395.13,63655.13,9591.02,7.56,28.00,0.00
2018,16,4705.98,133758.46,61045.75,63297.74,9414.96,7.84,11.00,0.00
2019,16,4857.06,135259.65,61741.75,63803.78,9714.12,7.43,17.00,0.00
2020,16,4801.98,134653.35,61458.70,63590.69,9603.95,7.43,30.00,0.00
2021,16,4768.99,134830.71,61410.87,63881.86,9537.98,7.56,12.00,0.00
2022,16,4710.98,134420.44,61218.74,63779.73,9421.96,9.06,17.00,0.00
2023,16,4795.01,134647.16,61303.07,63754.08,9590.01,9.06,14.00,0.00
2024,16,4678.01,134958.26,61533.12,64069.13,9356.02,9.22,11.00,0.00
2025,16,4653.98,134734.39,61580.72,63845.71,9307.96,7.70,17.00,0.00
2026,16,4707.03,134627.83,61417.38,63796.39,9414.06,7.70,15.00,0.00
2027,16,4816.01,135280.20,61772.09,63876.09,9632.01,7.43,24.00,0.00
2028,16,4658.00,133724.12,61057.05,63351.06,9316.01,7.43,19.00,0.00
2029,16,4743.01,134845.17,61427.08,63932.08,9486.01,7.70,31.00,0.00
2030,16,4824.02,134584.65,61335.30,63601.31,9648.05,7.56,18.00,0.00
2031,16,4740.92,134718.83,61502.01,63734.97,9481.85,7.56,12.00,0.00
2032,16,4733.04,135296.00,61718.46,64111.48,9466.07,7.56,25.00,0.00
2033,16,4728.83,134748.10,61496.76,63793.68,9457.66,7.56,22.00,0.00
2034,16,4719.18,135233.10,61724.33,64070.41,9438.36,7.56,17.00,0.00
2035,16,4635.99,134810.67,61537.85,64000.85,9271.98,7.84,17.00,0.00
2036,16,4643.00,134705.10,61480.05,63940.05,9285.01,9.22,21.00,0.00
2037,16,4778.00,135160.87,61708.94,63894.94,9556.99,7.43,24.00,0.00
2038,16,4715.05,134257.34,61235.61,63591.63,9430.09,7.70,21.00,0.00
2039,16,4769.00,134592.03,61491.01,63563.01,9538.00,7.43,23.00,0.00
2040,16,4769.99,135128.81,61623.91,63965.91,9538.99,7.56,14.00,0.00
2041,16,4714.97,135091.16,61621.62,64038.60,9430.94,7.56,18.00,0.00
2042,16,4796.03,134898.89,61540.40,63766.42,9592.06,7.70,28.00,0.00
2043,16,4768.96,134124.96,61142.52,63444.51,9537.93,9.22,29.00,0.00
2044,16,4737.03,134231.96,61226.44,63531.45,9474.07,7.70,17.00,0.00
2045,16,4789.97,135325.07,61807.58,63937.56,9579.93,7.43,21.00,0.00
2046,16,4773.01,134743.35,61361.16,63836.16,9546.02,8.58,21.00,0.00
2047,16,4752.98,135134.50,61671.77,63956.76,9505.96,7.56,17.00,0.00
2048,16,4671.03,135083.87,61626.40,64115.41,9342.06,7.70,21.00,0.00
2049,16,4611.96,130944.97,59830.53,61890.51,9223.93,7.70,22.00,0.00
2050,16,4698.05,131974.52,60215.69,62362.72,9396.11,7.70,13.00,0.00
2051,16,4658.00,131923.13,60194.06,62413.06,9316.01,7.84,17.00,0.00
2052,16,4671.00,131828.05,60095.02,62391.02,9342.00,7.70,23.00,0.00
2053,16,4660.00,131101.95,59675.98,62106.98,9319.00,9.22,22.00,0.00
2054,16,4505.96,131133.94,59800.52,62320.49,9012.93,9.39,23.00,0.00
2055,16,4520.01,132144.23,60458.10,62646.11,9040.02,7.70,15.00,0.00
2056,16,4698.01,131157.41,59733.18,62028.19,9396.03,7.84,17.00,0.00
2057,16,4593.98,131893.49,60148.77,62556.76,9187.96,7.98,22.00,0.00
2058,16,4693.00,132154.93,60294.97,62473.97,9385.99,7.84,23.00,0.00
2059,16,4641.00,130882.11,59684.05,61916.05,9282.01,9.22,19.00,0.00
2060,16,4594.98,133119.39,60772.72,63156.71,9189.96,7.84,21.00,0.00
2061,16,4675.01,130733.35,59513.16,61870.16,9350.02,9.22,18.00,0.00
2062,16,4700.01,131832.31,60127.14,62305.15,9400.02,7.84,18.00,0.00
2063,16,4638.99,131783.81,60047.91,62457.91,9277.99,8.90,18.00,0.00
2064,16,4606.00,132308.14,60390.06,62706.07,9212.01,7.70,19.00,0.00
2065,16,4623.02,131136.60,59735.27,62155.28,9246.04,9.06,24.00,0.00
2066,16,4615.96,131576.81,60002.46,62342.43,9231.92,7.84,26.00,0.00
2067,16,4716.03,132004.89,60227.40,62345.42,9432.06,7.70,28.00,0.00
2068,16,4428.03,129625.82,59088.38,61681.39,8856.06,9.56,16.00,0.00
2069,16,4627.98,130925.55,59667.80,62001.79,9255.97,9.39,22.00,0.00
2070,16,4648.97,131873.24,60143.65,62431.64,9297.95,7.84,20.00,0.00
2071,16,4683.00,131625.05,59943.02,62316.02,9366.00,7.98,16.00,0.00
2072,16,4616.95,131451.57,59961.35,62256.32,9233.90,7.98,23.00,0.00
2073,16,4538.05,131239.41,59893.65,62269.67,9076.10,9.39,17.00,0.00
2074,16,4723.04,131431.05,60016.48,61969.49,9445.08,7.56,20.00,0.00
2075,16,4630.97,132543.13,60516.60,62763.59,9262.94,7.70,22.00,0.00
2076,16,4660.95,131626.55,60048.34,62256.31,9321.90,7.56,19.00,0.00
2077,16,4627.06,132631.82,60536.83,62840.86,9254.13,7.70,15.00,0.00
2078,16,4646.97,131293.22,59855.64,62144.63,9292.94,7.84,18.00,0.00
2079,16,4573.03,130112.85,59437.39,61528.40,9147.06,9.22,24.00,0.00
2080,16,4561.01,131634.20,59956.09,62556.09,9122.01,9.39,21.00,0.00
2081,16,4612.00,131860.90,60273.95,62362.95,9223.99,7.70,23.00,0.00
2082,16,4770.97,133294.11,60690.59,63061.58,9541.94,7.56,27.00,0.00
2083,16,4688.02,134765.57,61477.26,63913.27,9375.04,7.56,25.00,0.00
2084,16,4801.98,134926.55,61599.79,63721.79,9604.97,7.43,24.00,0.00
2085,16,4676.98,133775.54,60988.79,63433.78,9352.97,9.06,28.00,0.00
2086,16,4796.00,134950.00,61451.00,63905.00,9594.00,7.56,23.00,0.00
2087,16,4768.01,134719.35,61571.16,63613.16,9535.02,7.43,22.00,0.00
2088,16,4739.97,134320.10,61254.59,63585.57,9479.94,7.70,15.00,0.00
2089,16,4772.05,134383.35,61239.62,63599.64,9544.10,7.70,17.00,0.00
2090,16,4698.98,133118.31,60744.69,62975.68,9397.95,7.84,20.00,0.00
2091,16,4801.90,134884.27,61638.75,63641.71,9603.81,7.43,22.00,0.00
2092,16,4806.14,134717.83,61540.75,63565.81,9611.27,7.43,24.00,0.00
2093,16,4736.97,135083.16,61689.62,63918.60,9474.94,7.43,17.00,0.00
2094,16,4831.04,134581.00,61333.46,63585.47,9662.07,7.56,18.00,0.00
2095,16,4769.98,134927.35,61590.70,63796.69,9539.95,7.43,27.00,0.00
2096,16,4741.02,134608.59,61401.27,63725.28,9482.04,7.98,23.00,0.00
2097,16,4757.95,134819.52,61542.32,63761.30,9515.90,7.43,23.00,0.00
2098,16,4704.03,134645.86,61525.39,63713.41,9407.06,7.56,22.00,0.00
2099,16,4700.00,134156.95,61122.98,63632.98,9401.00,9.06,21.00,0.00
2100,16,4657.01,134055.30,61159.14,63582.14,9314.02,9.22,23.00,0.00
2101,16,4760.98,134387.56,61265.80,63599.79,9521.97,7.56,16.00,0.00
2102,16,4588.04,132288.17,60457.54,62654.56,9176.08,7.84,18.00,0.00
2103,16,4755.95,134448.45,61211.29,63725.27,9511.89,9.06,29.00,0.00
2104,16,4712.00,135062.00,61651.00,63987.00,9424.00,7.56,22.00,0.00
2105,16,4630.00,134136.07,61274.03,63602.03,9260.01,7.56,22.00,0.00
2106,16,4678.02,134315.53,61266.24,63693.25,9356.04,9.22,13.00,0.00
2107,16,4668.95,134752.70,61489.40,63925.38,9337.91,7.84,20.00,0.00
2108,16,4699.04,134111.03,61223.47,63489.49,9398.07,7.56,17.00,0.00
2109,16,4617.99,132885.84,60680.93,62968.92,9235.99,7.70,15.00,0.00
2110,16,4667.99,130035.79,59245.90,61453.90,9335.98,9.39,23.00,0.00
2111,16,4652.01,133017.28,60704.13,63009.13,9304.02,7.70,23.00,0.00
2112,16,4602.00,132314.07,60390.03,62720.03,9204.00,7.84,17.00,0.00
2113,16,4651.03,132119.98,60206.45,62611.47,9302.07,7.70,23.00,0.00
2114,16,4661.97,131098.19,59737.63,62036.62,9323.94,9.06,20.00,0.00
2115,16,4593.99,131144.82,59799.92,62156.92,9187.99,9.22,19.00,0.00
2116,16,4715.03,131453.87,59813.40,62211.41,9429.06,8.74,21.00,0.00
2117,16,4585.00,132179.00,60360.00,62648.00,9171.00,7.84,21.00,0.00
2118,16,4562.99,132046.59,60270.81,62649.81,9125.97,7.84,27.00,0.00
2119,16,4646.02,132162.48,60258.22,62612.23,9292.03,7.84,18.00,0.00
2120,16,4638.01,130875.22,59778.10,61822.11,9275.02,7.98,26.00,0.00
2121,16,4706.99,132711.84,60519.92,62776.92,9414.99,7.70,18.00,0.00
2122,16,4655.97,132458.15,60385.61,62760.60,9311.94,7.70,20.00,0.00
2123,16,4641.02,131428.50,60055.23,62091.24,9282.04,7.70,16.00,0.00
2124,16,4666.98,133027.32,60752.69,62940.68,9333.95,7.56,16.00,0.00
2125,16,4597.03,131819.84,60135.39,62490.40,9194.06,9.06,19.00,0.00
2126,16,4641.01,131612.26,59991.12,62340.12,9281.02,7.84,15.00,0.00
2127,16,4528.97,132329.12,60333.60,62936.58,9058.94,9.06,22.00,0.00
2128,16,4637.03,131397.72,59924.33,62199.34,9274.05,7.70,23.00,0.00
2129,16,4672.00,131797.03,60137.01,62316.01,9344.00,7.56,26.00,0.00
2130,16,4740.96,133836.98,60970.54,63385.52,9480.93,7.98,18.00,0.00
2131,16,4657.02,131130.64,59692.29,62123.30,9315.05,9.39,17.00,0.00
2132,16,4713.82,135034.71,61643.59,63963.50,9427.63,7.56,16.00,0.00
2133,16,4721.18,135091.28,61531.41,64117.51,9442.37,7.70,23.00,0.00
2134,16,4793.97,134378.23,61225.65,63564.63,9587.94,7.84,24.00,0.00
2135,16,4746.99,134436.81,61254.92,63687.91,9493.99,9.06,24.00,0.00
2136,16,4612.03,133212.83,60825.38,63163.40,9224.06,9.06,16.00,0.00
2137,16,4780.01,134428.41,61332.19,63536.19,9560.03,7.56,15.00,0.00
2138,16,4665.97,134178.05,61213.57,63632.55,9331.93,9.06,24.00,0.00
2139,16,4752.01,134594.25,61435.11,63655.12,9504.02,7.70,17.00,0.00
2140,16,4692.01,134977.39,61608.18,63985.18,9384.03,7.70,23.00,0.00
2141,16,4665.01,133130.14,60715.07,63086.07,9329.01,8.90,26.00,0.00
2142,16,4685.96,134414.88,61336.49,63705.47,9372.92,9.06,14.00,0.00
2143,16,4724.03,134438.76,61291.35,63700.36,9447.05,7.98,23.00,0.00
2144,16,4636.00,133933.89,61126.95,63534.95,9271.99,9.06,25.00,0.00
2145,16,4790.00,134570.98,61487.99,63502.99,9580.00,7.43,27.00,0.00
2146,16,4680.97,134308.20,61283.63,63661.62,9362.94,8.90,17.00,0.00
2147,16,4600.00,134838.05,61536.02,64102.02,9200.00,9.06,22.00,0.00
2148,16,4756.99,134572.62,61405.82,63652.82,9513.97,7.43,20.00,0.00
2149,16,4782.06,134161.69,61233.77,63363.80,9564.12,7.56,25.00,0.00
2150,16,4641.94,134474.17,61377.17,63813.13,9283.87,7.98,20.00,0.00
2151,16,4797.01,133791.37,61004.17,63193.18,9594.03,7.56,19.00,0.00
2152,16,4846.01,135710.40,61975.18,64044.19,9691.03,7.43,14.00,0.00
2153,16,4732.98,134646.52,61481.78,63697.77,9466.97,7.56,20.00,0.00
2154,16,4765.00,134381.11,61276.05,63575.05,9530.01,7.43,25.00,0.00
2155,16,4775.01,134689.17,61493.08,63646.08,9550.01,7.43,24.00,0.00
2156,16,4633.05,131989.40,60192.64,62530.66,9266.10,7.70,17.00,0.00
